171027_GrNH2_85min.csv;;Kemi1\Kemi01;27-10-2017 15:49:26;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
350;2.5281
351;2.4944
352;2.4521
353;2.4077
354;2.3504
355;2.2784
356;2.1881
357;2.0881
358;1.9805
359;1.8428
360;1.7122
361;1.5788
362;1.4663
363;1.3453
364;1.2113
365;1.0941
366;0.9918
367;0.895
368;0.8065
369;0.7233
370;0.6467
371;0.5821
372;0.5283
373;0.4748
374;0.4307
375;0.3937
376;0.3613
377;0.3357
378;0.3164
379;0.298
380;0.2804
381;0.2665
382;0.2549
383;0.2449
384;0.2367
385;0.2293
386;0.2238
387;0.2184
388;0.2144
389;0.2109
390;0.2072
391;0.2041
392;0.2019
393;0.1991
394;0.1971
395;0.1952
396;0.1935
397;0.1917
398;0.1902
399;0.1885
400;0.1871
401;0.1856
402;0.184
403;0.1829
404;0.1816
405;0.1804
406;0.1792
407;0.1781
408;0.177
409;0.1755
410;0.1742
411;0.1733
412;0.1722
413;0.1711
414;0.1702
415;0.169
416;0.1678
417;0.1668
418;0.1657
419;0.1647
420;0.1635
421;0.1625
422;0.1615
423;0.1604
424;0.1593
425;0.1585
426;0.1575
427;0.1564
428;0.1554
429;0.1544
430;0.1531
431;0.1522
432;0.1511
433;0.1502
434;0.1491
435;0.148
436;0.1473
437;0.1464
438;0.1452
439;0.1442
440;0.1434
441;0.1422
442;0.1416
443;0.1403
444;0.1395
445;0.1386
446;0.1375
447;0.1365
448;0.1356
449;0.1347
450;0.1336
451;0.1326
452;0.1317
453;0.1308
454;0.1296
455;0.1285
456;0.1275
457;0.1264
458;0.1252
459;0.1241
460;0.1232
461;0.1222
462;0.1208
463;0.1197
464;0.1186
465;0.1171
466;0.1162
467;0.115
468;0.1138
469;0.1125
470;0.1113
471;0.11
472;0.1086
473;0.1074
474;0.1061
475;0.1048
476;0.1036
477;0.1021
478;0.1008
479;0.0994
480;0.0983
481;0.0967
482;0.0953
483;0.0938
484;0.0926
485;0.0914
486;0.0902
487;0.0888
488;0.0873
489;0.0858
490;0.0845
491;0.0831
492;0.0815
493;0.0805
494;0.0792
495;0.0781
496;0.0765
497;0.0752
498;0.0739
499;0.0724
500;0.0713
501;0.0697
502;0.0685
503;0.0672
504;0.0662
505;0.0645
506;0.0634
507;0.0622
508;0.061
509;0.0597
510;0.0585
511;0.0574
512;0.0561
513;0.0551
514;0.0538
515;0.0524
516;0.0513
517;0.0502
518;0.0492
519;0.0479
520;0.0472
521;0.0462
522;0.045
523;0.044
524;0.0431
525;0.0421
526;0.0411
527;0.0402
528;0.0393
529;0.0383
530;0.0376
531;0.0367
532;0.0358
533;0.0349
534;0.0343
535;0.0335
536;0.0326
537;0.0319
538;0.0311
539;0.0303
540;0.0298
541;0.0293
542;0.0285
543;0.0277
544;0.0271
545;0.0269
546;0.026
547;0.0256
548;0.0251
549;0.0244
550;0.0239
551;0.0236
552;0.023
553;0.0223
554;0.0217
555;0.0214
556;0.0212
557;0.0208
558;0.0204
559;0.0195
560;0.0193
561;0.0184
562;0.0186
563;0.0181
564;0.0179
565;0.0178
566;0.0171
567;0.0167
568;0.0168
569;0.0163
570;0.0158
571;0.0156
572;0.0155
573;0.0151
574;0.0148
575;0.0147
576;0.0144
577;0.0143
578;0.0137
579;0.0134
580;0.0139
581;0.0135
582;0.0132
583;0.0129
584;0.013
585;0.0121
586;0.012
587;0.0122
588;0.0121
589;0.0119
590;0.012
591;0.0117
592;0.0115
593;0.0114
594;0.0116
595;0.0108
596;0.0111
597;0.0106
598;0.0108
599;0.0109
600;0.0103
601;0.0105
602;0.0106
603;0.0099
604;0.0102
605;0.0099
606;0.0099
607;0.0096
608;0.0098
609;0.0095
610;0.0095
611;0.0088
612;0.0089
613;0.0089
614;0.0096
615;0.0085
616;0.0085
617;0.0087
618;0.0085
619;0.0088
620;0.008
621;0.008
622;0.0083
623;0.0079
624;0.0078
625;0.0076
626;0.0077
627;0.0081
628;0.0075
629;0.0078
630;0.0079
631;0.0079
632;0.0079
633;0.0072
634;0.0071
635;0.0076
636;0.0071
637;0.007
638;0.007
639;0.0071
640;0.007
641;0.0071
642;0.0066
643;0.0067
644;0.0058
645;0.0065
646;0.0063
647;0.0059
648;0.0059
649;0.0064
650;0.0066
